文件路径：/home/xuchen/FanMing/file/topicScore/Anzhi/43.txt
文件总数：1307
敏感函数个数:218
函数名,主题使用次数,恶意使用次数,威胁评分
android/content/Context:sendStickyBroadcast(android/content/Intent;)V,15/1307,0/6154,0.0
android/bluetooth/BluetoothA2dp:getConnectedDevices()java/util/ist;,1/1307,0/6154,0.0
android/bluetooth/BluetoothHeadset:startVoiceRecognition(android/bluetooth/BluetoothDevice;)Z,1/1307,0/6154,0.0
android/widget/VideoView:suspend()V,2/1307,0/6154,0.0
android/content/ContentResolver:isSyncActive(android/accounts/Account;java/lang/String;)Z,2/1307,0/6154,0.0
android/telephony/TelephonyManager:getVoiceMailAlphaTag()java/lang/String;,1/1307,0/6154,0.0
android/bluetooth/BluetoothAdapter:getName()java/lang/String;,3/1307,0/6154,0.0
android/view/View:startDrag(android/content/ClipData;android/view/View$DragShadowBuilder;java/lang/Object;I)Z,1/1307,0/6154,0.0
android/content/Context:removeStickyBroadcast(android/content/Intent;)V,4/1307,0/6154,0.0
android/content/ContentResolver:removePeriodicSync(android/accounts/Account;java/lang/String;android/os/Bundle;)V,2/1307,0/6154,0.0
android/app/ActivityManager:moveTaskToFront(II)V,5/1307,0/6154,0.0
android/media/RingtoneManager:getRingtone(I)android/media/Ringtone;,1/1307,0/6154,0.0
android/speech/SpeechRecognizer:startListening(android/content/Intent;)V,1/1307,0/6154,0.0
android/media/effect/EffectContext:release()V,1/1307,0/6154,0.0
android/accounts/AccountManager:setUserData(android/accounts/Account;java/lang/String;java/lang/String;)V,2/1307,0/6154,0.0
android/accounts/AccountManager:setPassword(android/accounts/Account;java/lang/String;)V,1/1307,0/6154,0.0
android/widget/VideoView:resume()V,3/1307,0/6154,0.0
android/accounts/AccountManager:updateCredentials(android/accounts/Account;java/lang/String;android/os/Bundle;android/app/Activity;android/accounts/AccountManagerCallback;android/os/Handler;)android/accounts/AccountManagerFuture;,13/1307,0/6154,0.0
android/media/AudioManager:setBluetoothScoOn(Z)V,65/1307,0/6154,0.0
android/content/ContentResolver:isSyncPending(android/accounts/Account;java/lang/String;)Z,1/1307,0/6154,0.0
android/speech/SpeechRecognizer:setRecognitionListener(android/speech/Recognitionistener;)V,1/1307,0/6154,0.0
android/media/AudioManager:startBluetoothSco()V,65/1307,0/6154,0.0
android/location/LocationManager:requestLocationUpdates(JFandroid/location/Criteria;android/app/PendingIntent;)V,2/1307,0/6154,0.0
android/content/ContentResolver:addPeriodicSync(android/accounts/Account;java/lang/String;android/os/Bundle;J)V,3/1307,0/6154,0.0
android/media/AudioManager:stopBluetoothSco()V,66/1307,0/6154,0.0
android/bluetooth/BluetoothAdapter:getProfileConnectionState(I)I,2/1307,0/6154,0.0
android/nfc/NfcAdapter:setBeamPushUris([android/net/Uri;android/app/Activity;)V,2/1307,0/6154,0.0
android/provider/Settings$System:putFloat(android/content/ContentResolver;java/lang/String;F)Z,7/1307,0/6154,0.0
android/nfc/NfcAdapter:setNdefPushMessageCallback(android/nfc/NfcAdapter$CreateNdefMessageCallback;android/app/Activity;[android/app/Activity;)V,2/1307,0/6154,0.0
android/accounts/AccountManager:getAuthToken(android/accounts/Account;java/lang/String;android/os/Bundle;Zandroid/accounts/AccountManagerCallback;android/os/Handler;)android/accounts/AccountManagerFuture;,1/1307,0/6154,0.0
android/accounts/AccountManager:peekAuthToken(android/accounts/Account;java/lang/String;)java/lang/String;,2/1307,0/6154,0.0
android/bluetooth/BluetoothHeadset:stopVoiceRecognition(android/bluetooth/BluetoothDevice;)Z,1/1307,0/6154,0.0
android/location/LocationManager:requestSingleUpdate(java/lang/String;android/location/ocationistener;android/os/ooper;)V,1/1307,0/6154,0.0
android/app/DownloadManager:getUriForDownloadedFile(J)android/net/Uri;,4/1307,0/6154,0.0
android/media/RingtoneManager:stopPreviousRingtone()V,1/1307,0/6154,0.0
android/nfc/NfcAdapter:setOnNdefPushCompleteCallback(android/nfc/NfcAdapter$OnNdefPushCompleteCallback;android/app/Activity;[android/app/Activity;)V,1/1307,0/6154,0.0
android/provider/CalendarContract$Instances:query(android/content/ContentResolver;[java/lang/String;JJ)android/database/Cursor;,1/1307,0/6154,0.0
android/accounts/AccountManager:setAuthToken(android/accounts/Account;java/lang/String;java/lang/String;)V,2/1307,0/6154,0.0
android/webkit/WebViewFragment:onCreateView(android/view/ayoutInflater;android/view/ViewGroup;android/os/Bundle;)android/view/View;,1/1307,0/6154,0.0
