文件路径：/home/xuchen/FanMing/file/topicScore/Google/Productivity.txt
文件总数：569
敏感函数个数:216
函数名,主题使用次数,恶意使用次数,威胁评分
android/provider/Browser:deleteFromHistory(android/content/ContentResolver;java/lang/String;)V,5/569,2/6154,6.42496267797019E-4
android/app/WallpaperManager:setStream(java/io/InputStream;)V,5/569,2/6154,6.42496267797019E-4
android/content/ContentResolver:setSyncAutomatically(android/accounts/Account;java/lang/String;Z)V,6/569,2/6154,6.207391050961373E-4
android/provider/Settings$Secure:putString(android/content/ContentResolver;java/lang/String;java/lang/String;)Z,6/569,2/6154,6.207391050961373E-4
android/provider/Browser:clearSearches(android/content/ContentResolver;)V,7/569,2/6154,6.01892193501179E-4
android/provider/Contacts$People:addToMyContactsGroup(android/content/ContentResolver;J)android/net/Uri;,8/569,2/6154,5.852680393096349E-4
android/content/ContentResolver:getSyncAutomatically(android/accounts/Account;java/lang/String;)Z,8/569,2/6154,5.852680393096349E-4
android/accounts/AccountManager:clearPassword(android/accounts/Account;)V,9/569,2/6154,5.70397226647732E-4
android/provider/Settings$Secure:putInt(android/content/ContentResolver;java/lang/String;I)Z,2/569,1/6154,3.701642852901217E-4
android/net/wifi/WifiManager:disconnect()Z,3/569,1/6154,3.4986224814220166E-4
android/media/AudioManager:setMicrophoneMute(Z)V,4/569,1/6154,3.341147647154781E-4
android/net/wifi/WifiManager:reassociate()Z,4/569,1/6154,3.341147647154781E-4
android/provider/ContactsContract$Contacts:getLookupUri(Jjava/lang/String;)android/net/Uri;,6/569,1/6154,3.1036955254806867E-4
org/apache/http/impl/client/DefaultHttpClient:execute(org/apache/http/HttpHost;org/apache/http/HttpRequest;org/apache/http/client/ResponseHandler;org/apache/http/protocol/HttpContext;)java/lang/Object;,6/569,1/6154,3.1036955254806867E-4
org/apache/http/impl/client/DefaultHttpClient:execute(org/apache/http/HttpHost;org/apache/http/HttpRequest;org/apache/http/client/ResponseHandler;)java/lang/Object;,6/569,1/6154,3.1036955254806867E-4
org/apache/http/impl/client/DefaultHttpClient:execute(org/apache/http/HttpHost;org/apache/http/HttpRequest;org/apache/http/protocol/HttpContext;)org/apache/http/HttpResponse;,7/569,1/6154,3.009460967505895E-4
org/apache/http/impl/client/DefaultHttpClient:execute(org/apache/http/client/methods/HttpUriRequest;org/apache/http/client/ResponseHandler;org/apache/http/protocol/HttpContext;)java/lang/Object;,7/569,1/6154,3.009460967505895E-4
android/accounts/AccountManager:addOnAccountsUpdatedListener(android/accounts/OnAccountsUpdateistener;android/os/Handler;Z)V,8/569,1/6154,2.9263401965481744E-4
android/accounts/AccountManager:getAuthToken(android/accounts/Account;java/lang/String;Zandroid/accounts/AccountManagerCallback;android/os/Handler;)android/accounts/AccountManagerFuture;,24/569,1/6154,2.2053497850553033E-4
android/bluetooth/BluetoothHeadset:getConnectionState(android/bluetooth/BluetoothDevice;)I,2/569,0/6154,0.0
android/provider/Settings$System:putLong(android/content/ContentResolver;java/lang/String;J)Z,1/569,0/6154,0.0
android/nfc/NfcAdapter:enableForegroundNdefPush(android/app/Activity;android/nfc/NdefMessage;)V,2/569,0/6154,0.0
android/location/LocationManager:requestSingleUpdate(android/location/Criteria;android/app/PendingIntent;)V,1/569,0/6154,0.0
android/location/LocationManager:addNmeaListener(android/location/GpsStatus$Nmeaistener;)Z,1/569,0/6154,0.0
android/bluetooth/BluetoothHeadset:getConnectedDevices()java/util/ist;,2/569,0/6154,0.0
android/bluetooth/BluetoothDevice:getBluetoothClass()android/bluetooth/BluetoothClass;,13/569,0/6154,0.0
android/provider/Browser:truncateHistory(android/content/ContentResolver;)V,1/569,0/6154,0.0
android/speech/SpeechRecognizer:cancel()V,9/569,0/6154,0.0
java/net/ServerSocket:bind(java/net/SocketAddress;I)V,2/569,0/6154,0.0
android/provider/ContactsContract$Data:getContactLookupUri(android/content/ContentResolver;android/net/Uri;)android/net/Uri;,3/569,0/6154,0.0
android/content/Context:sendStickyBroadcast(android/content/Intent;)V,2/569,0/6154,0.0
android/nfc/tech/NdefFormatable:close()V,1/569,0/6154,0.0
android/bluetooth/BluetoothHeadset:startVoiceRecognition(android/bluetooth/BluetoothDevice;)Z,2/569,0/6154,0.0
android/widget/VideoView:suspend()V,3/569,0/6154,0.0
android/content/ContentResolver:isSyncActive(android/accounts/Account;java/lang/String;)Z,1/569,0/6154,0.0
android/provider/Browser:deleteHistoryTimeFrame(android/content/ContentResolver;JJ)V,1/569,0/6154,0.0
android/inputmethodservice/KeyboardView:onLongPress(android/inputmethodservice/Keyboard$Key;)Z,2/569,0/6154,0.0
android/bluetooth/BluetoothAdapter:getName()java/lang/String;,4/569,0/6154,0.0
android/nfc/NfcAdapter:disableForegroundNdefPush(android/app/Activity;)V,2/569,0/6154,0.0
android/view/View:startDrag(android/content/ClipData;android/view/View$DragShadowBuilder;java/lang/Object;I)Z,3/569,0/6154,0.0
android/provider/Browser:addSearchUrl(android/content/ContentResolver;java/lang/String;)V,1/569,0/6154,0.0
android/app/ActivityManager:moveTaskToFront(II)V,2/569,0/6154,0.0
android/media/RingtoneManager:getRingtone(I)android/media/Ringtone;,1/569,0/6154,0.0
android/provider/Contacts$People:addToGroup(android/content/ContentResolver;JJ)android/net/Uri;,1/569,0/6154,0.0
android/speech/SpeechRecognizer:startListening(android/content/Intent;)V,14/569,0/6154,0.0
android/widget/QuickContactBadge:assignContactFromPhone(java/lang/String;Z)V,1/569,0/6154,0.0
